type,organism,dnds
NE,S. cerevisiae,0.1645
NE,S. cerevisiae,0.0892
NE,S. cerevisiae,0.2636
NE,S. cerevisiae,0.1457
NE,S. cerevisiae,0.1216
NE,S. cerevisiae,0.1058
NE,S. cerevisiae,0.32095
NE,S. cerevisiae,0.1121
NE,S. cerevisiae,0.046
NE,S. cerevisiae,0.205
NE,S. cerevisiae,0.1106
NE,S. cerevisiae,0.0498
NE,S. cerevisiae,0.09384999999999999
NE,S. cerevisiae,0.1752
NE,S. cerevisiae,0.0719
NE,S. cerevisiae,0.0697
NE,S. cerevisiae,0.0754
NE,S. cerevisiae,0.2051
NE,S. cerevisiae,0.13115
NE,S. cerevisiae,0.0531
NE,S. cerevisiae,0.0804
NE,S. cerevisiae,0.1848
NE,S. cerevisiae,0.1302
NE,S. cerevisiae,0.0907
NE,S. cerevisiae,0.0927
NE,S. cerevisiae,0.07064999999999999
NE,S. cerevisiae,0.18
NE,S. cerevisiae,0.0668
NE,S. cerevisiae,0.0673
NE,S. cerevisiae,0.1498
NE,S. cerevisiae,0.2555
NE,S. cerevisiae,0.1969
NE,S. cerevisiae,0.1832
NE,S. cerevisiae,0.0857
NE,S. cerevisiae,0.105
NE,S. cerevisiae,0.1826
NE,S. cerevisiae,0.0615
NE,S. cerevisiae,0.1431
NE,S. cerevisiae,0.107
NE,S. cerevisiae,0.2893
NE,S. cerevisiae,0.0835
NE,S. cerevisiae,0.3296
NE,S. cerevisiae,0.13
NE,S. cerevisiae,0.1377
NE,S. cerevisiae,0.0894
NE,S. cerevisiae,0.0268
NE,S. cerevisiae,0.2521
NE,S. cerevisiae,0.1068
NE,S. cerevisiae,0.1572
NE,S. cerevisiae,0.12245
NE,S. cerevisiae,0.1001
NE,S. cerevisiae,0.1087
NE,S. cerevisiae,0.0653
NE,S. cerevisiae,0.1623
NE,S. cerevisiae,0.2033
NE,S. cerevisiae,0.14265
NE,S. cerevisiae,0.2463
NE,S. cerevisiae,0.08775
NE,S. cerevisiae,0.15905
NE,S. cerevisiae,0.0989
NE,S. cerevisiae,0.185
NE,S. cerevisiae,0.1577
NE,S. cerevisiae,0.23370000000000002
NE,S. cerevisiae,0.3525
NE,S. cerevisiae,0.11445
NE,S. cerevisiae,0.181
NE,S. cerevisiae,0.0391
NE,S. cerevisiae,0.2906
NE,S. cerevisiae,0.0994
NE,S. cerevisiae,0.0848
NE,S. cerevisiae,0.2013
NE,S. cerevisiae,0.0864
NE,S. cerevisiae,0.15615
NE,S. cerevisiae,0.1861
NE,S. cerevisiae,0.3191
NE,S. cerevisiae,0.0807
NE,S. cerevisiae,0.1356
NE,S. cerevisiae,0.1845
NE,S. cerevisiae,0.1365
NE,S. cerevisiae,0.12730000000000002
NE,S. cerevisiae,0.1397
NE,S. cerevisiae,0.111
NE,S. cerevisiae,0.0992
NE,S. cerevisiae,0.086
NE,S. cerevisiae,0.3171
NE,S. cerevisiae,0.23085
NE,S. cerevisiae,0.23085
NE,S. cerevisiae,0.181
NE,S. cerevisiae,0.2779
NE,S. cerevisiae,0.23954999999999999
NE,S. cerevisiae,0.2483
NE,S. cerevisiae,0.0651
NE,S. cerevisiae,0.3029
NE,S. cerevisiae,0.1491
NE,S. cerevisiae,0.1533
NE,S. cerevisiae,0.1284
NE,S. cerevisiae,0.0753
NE,S. cerevisiae,0.0871
NE,S. cerevisiae,0.1296
NE,S. cerevisiae,0.0784
NE,S. cerevisiae,0.1867
NE,S. cerevisiae,0.0947
NE,S. cerevisiae,0.079
NE,S. cerevisiae,0.1172
NE,S. cerevisiae,0.0769
NE,S. cerevisiae,0.0411
NE,S. cerevisiae,0.0994
NE,S. cerevisiae,0.0292
NE,S. cerevisiae,0.2362
NE,S. cerevisiae,0.1502
NE,S. cerevisiae,0.0883
NE,S. cerevisiae,0.1209
NE,S. cerevisiae,0.101
NE,S. cerevisiae,0.1163
NE,S. cerevisiae,0.1592
NE,S. cerevisiae,0.0947
NE,S. cerevisiae,0.1677
NE,S. cerevisiae,0.1016
NE,S. cerevisiae,0.0963
NE,S. cerevisiae,0.037
NE,S. cerevisiae,0.1287
NE,S. cerevisiae,0.0828
NE,S. cerevisiae,0.1274
NE,S. cerevisiae,0.1085
NE,S. cerevisiae,0.0611
NE,S. cerevisiae,0.264
NE,S. cerevisiae,0.0927
NE,S. cerevisiae,0.2233
NE,S. cerevisiae,0.0179
NE,S. cerevisiae,0.2641
NE,S. cerevisiae,0.1069
NE,S. cerevisiae,0.0454
NE,S. cerevisiae,0.1635
NE,S. cerevisiae,0.1847
NE,S. cerevisiae,0.1273
NE,S. cerevisiae,0.2659
NE,S. cerevisiae,0.1562
NE,S. cerevisiae,0.0302
NE,S. cerevisiae,0.21745
NE,S. cerevisiae,0.1062
NE,S. cerevisiae,0.09955
NE,S. cerevisiae,0.2629
NE,S. cerevisiae,0.1364
NE,S. cerevisiae,0.0847
NE,S. cerevisiae,0.1004
NE,S. cerevisiae,0.0899
NE,S. cerevisiae,0.0743
NE,S. cerevisiae,0.06225
NE,S. cerevisiae,0.1004
NE,S. cerevisiae,0.171
NE,S. cerevisiae,0.0911
NE,S. cerevisiae,0.2096
NE,S. cerevisiae,0.1921
NE,S. cerevisiae,0.3687
NE,S. cerevisiae,0.075
NE,S. cerevisiae,0.0669
NE,S. cerevisiae,0.1273
NE,S. cerevisiae,0.194
NE,S. cerevisiae,0.0483
NE,S. cerevisiae,0.19055
NE,S. cerevisiae,0.20579999999999998
NE,S. cerevisiae,0.078
NE,S. cerevisiae,0.2788
NE,S. cerevisiae,0.1728
NE,S. cerevisiae,0.07375000000000001
NE,S. cerevisiae,0.254
NE,S. cerevisiae,0.2711
NE,S. cerevisiae,0.0839
NE,S. cerevisiae,0.3131
NE,S. cerevisiae,0.2747
NE,S. cerevisiae,0.2237
NE,S. cerevisiae,0.0894
NE,S. cerevisiae,0.13674999999999998
NE,S. cerevisiae,0.1891
NE,S. cerevisiae,0.0713
NE,S. cerevisiae,0.1369
NE,S. cerevisiae,0.08865
NE,S. cerevisiae,0.0908
NE,S. cerevisiae,0.1682
NE,S. cerevisiae,0.0399
NE,S. cerevisiae,0.1424
NE,S. cerevisiae,0.1938
NE,S. cerevisiae,0.0695
NE,S. cerevisiae,0.1678
NE,S. cerevisiae,0.0821
NE,S. cerevisiae,0.1768
NE,S. cerevisiae,0.25415
NE,S. cerevisiae,0.1243
NE,S. cerevisiae,0.0782
NE,S. cerevisiae,0.10745
NE,S. cerevisiae,0.1974
NE,S. cerevisiae,0.2197
NE,S. cerevisiae,0.056
NE,S. cerevisiae,0.1835
NE,S. cerevisiae,0.0681
NE,S. cerevisiae,0.1095
NE,S. cerevisiae,0.05955
NE,S. cerevisiae,0.1075
NE,S. cerevisiae,0.1052
NE,S. cerevisiae,0.1213
NE,S. cerevisiae,0.1034
NE,S. cerevisiae,0.1127
NE,S. cerevisiae,0.2632
NE,S. cerevisiae,0.0789
NE,S. cerevisiae,0.19955
NE,S. cerevisiae,0.1778
NE,S. cerevisiae,0.0803
NE,S. cerevisiae,0.0942
NE,S. cerevisiae,0.084
NE,S. cerevisiae,0.0304
NE,S. cerevisiae,0.185
NE,S. cerevisiae,0.0608
NE,S. cerevisiae,0.0608
NE,S. cerevisiae,0.0608
NE,S. cerevisiae,0.0695
NE,S. cerevisiae,0.385
NE,S. cerevisiae,0.2399
NE,S. cerevisiae,0.1347
NE,S. cerevisiae,0.2273
NE,S. cerevisiae,0.1029
NE,S. cerevisiae,0.108
NE,S. cerevisiae,0.1995
NE,S. cerevisiae,0.01345
NE,S. cerevisiae,0.1707
NE,S. cerevisiae,0.0856
NE,S. cerevisiae,0.0345
NE,S. cerevisiae,0.1343
NE,S. cerevisiae,0.1039
NE,S. cerevisiae,0.1068
NE,S. cerevisiae,0.26335
NE,S. cerevisiae,0.1726
NE,S. cerevisiae,0.2803
NE,S. cerevisiae,0.0776
NE,S. cerevisiae,0.1051
NE,S. cerevisiae,0.0795
NE,S. cerevisiae,0.0371
NE,S. cerevisiae,0.0576
NE,S. cerevisiae,0.17925
NE,S. cerevisiae,0.0992
NE,S. cerevisiae,0.0543
NE,S. cerevisiae,0.098
NE,S. cerevisiae,0.26335
NE,S. cerevisiae,0.0485
NE,S. cerevisiae,0.2611
NE,S. cerevisiae,0.1839
NE,S. cerevisiae,0.19455
NE,S. cerevisiae,0.0126
NE,S. cerevisiae,0.0537
NE,S. cerevisiae,0.0315
NE,S. cerevisiae,0.24075
NE,S. cerevisiae,0.18655
NE,S. cerevisiae,0.5437
NE,S. cerevisiae,0.0612
NE,S. cerevisiae,0.4205
NE,S. cerevisiae,0.076
NE,S. cerevisiae,0.0719
NE,S. cerevisiae,0.09815
NE,S. cerevisiae,0.14585
NE,S. cerevisiae,0.1916
NE,S. cerevisiae,0.2206
NE,S. cerevisiae,0.2384
NE,S. cerevisiae,0.09025
NE,S. cerevisiae,0.0921
NE,S. cerevisiae,0.2456
NE,S. cerevisiae,0.27
NE,S. cerevisiae,0.1207
NE,S. cerevisiae,0.14065
NE,S. cerevisiae,0.1586
NE,S. cerevisiae,0.0888
NE,S. cerevisiae,0.209
NE,S. cerevisiae,0.0371
NE,S. cerevisiae,0.1602
NE,S. cerevisiae,0.1322
NE,S. cerevisiae,0.1071
NE,S. cerevisiae,0.0961
NE,S. cerevisiae,0.0444
NE,S. cerevisiae,0.0932
NE,S. cerevisiae,0.1026
NE,S. cerevisiae,0.1767
NE,S. cerevisiae,0.0877
NE,S. cerevisiae,0.0877
NE,S. cerevisiae,0.2915
NE,S. cerevisiae,0.1238
NE,S. cerevisiae,0.1744
NE,S. cerevisiae,0.0947
NE,S. cerevisiae,0.284
NE,S. cerevisiae,0.23375
NE,S. cerevisiae,0.2042
NE,S. cerevisiae,0.1297
NE,S. cerevisiae,0.1099
NE,S. cerevisiae,0.052
NE,S. cerevisiae,0.1826
NE,S. cerevisiae,0.0363
NE,S. cerevisiae,0.2178
NE,S. cerevisiae,0.09495
NE,S. cerevisiae,0.4004
NE,S. cerevisiae,0.2747
NE,S. cerevisiae,0.4172
NE,S. cerevisiae,0.2302
NE,S. cerevisiae,0.0527
NE,S. cerevisiae,0.07125000000000001
NE,S. cerevisiae,0.0984
NE,S. cerevisiae,0.1735
NE,S. cerevisiae,0.098
NE,S. cerevisiae,0.201
NE,S. cerevisiae,0.16444999999999999
NE,S. cerevisiae,0.219
NE,S. cerevisiae,0.1653
NE,S. cerevisiae,0.0697
NE,S. cerevisiae,0.1803
NE,S. cerevisiae,0.1492
NE,S. cerevisiae,0.0859
NE,S. cerevisiae,0.1459
NE,S. cerevisiae,0.2272
NE,S. cerevisiae,0.0638
NE,S. cerevisiae,0.2199
NE,S. cerevisiae,0.13724999999999998
NE,S. cerevisiae,0.1518
NE,S. cerevisiae,0.0481
NE,S. cerevisiae,0.2204
NE,S. cerevisiae,0.0737
NE,S. cerevisiae,0.1518
NE,S. cerevisiae,0.2114
NE,S. cerevisiae,0.1362
NE,S. cerevisiae,0.1449
NE,S. cerevisiae,0.1711
NE,S. cerevisiae,0.20665
NE,S. cerevisiae,0.6206
NE,S. cerevisiae,0.028
NE,S. cerevisiae,0.11655
NE,S. cerevisiae,0.1315
NE,S. cerevisiae,0.3328
NE,S. cerevisiae,0.5196
NE,S. cerevisiae,0.1302
NE,S. cerevisiae,0.2267
NE,S. cerevisiae,0.0827
NE,S. cerevisiae,0.0612
NE,S. cerevisiae,0.1141
NE,S. cerevisiae,0.17385
NE,S. cerevisiae,0.0887
NE,S. cerevisiae,0.17735
NE,S. cerevisiae,0.06915
NE,S. cerevisiae,0.3462
NE,S. cerevisiae,0.0886
NE,S. cerevisiae,0.109
NE,S. cerevisiae,0.0915
NE,S. cerevisiae,0.2307
NE,S. cerevisiae,0.1001
NE,S. cerevisiae,0.1738
NE,S. cerevisiae,0.1306
NE,S. cerevisiae,0.1485
NE,S. cerevisiae,0.1052
NE,S. cerevisiae,0.1845
NE,S. cerevisiae,0.0714
NE,S. cerevisiae,0.105
NE,S. cerevisiae,0.0621
NE,S. cerevisiae,0.3388
NE,S. cerevisiae,0.1424
NE,S. cerevisiae,0.0975
NE,S. cerevisiae,0.0854
NE,S. cerevisiae,0.0854
NE,S. cerevisiae,0.0289
NE,S. cerevisiae,0.1513
NE,S. cerevisiae,0.0892
NE,S. cerevisiae,0.0999
NE,S. cerevisiae,0.0642
NE,S. cerevisiae,0.0814
NE,S. cerevisiae,0.1401
NE,S. cerevisiae,0.084
NE,S. cerevisiae,0.1178
NE,S. cerevisiae,0.141
NE,S. cerevisiae,0.43625
NE,S. cerevisiae,0.2072
NE,S. cerevisiae,0.1209
NE,S. cerevisiae,0.2096
NE,S. cerevisiae,0.0928
NE,S. cerevisiae,0.1209
NE,S. cerevisiae,0.0406
NE,S. cerevisiae,0.119
NE,S. cerevisiae,0.0976
NE,S. cerevisiae,0.0537
NE,S. cerevisiae,0.2442
NE,S. cerevisiae,0.12215000000000001
NE,S. cerevisiae,0.11945
NE,S. cerevisiae,0.06384999999999999
NE,S. cerevisiae,0.0937
NE,S. cerevisiae,0.1278
NE,S. cerevisiae,0.0681
NE,S. cerevisiae,0.2311
NE,S. cerevisiae,0.31215
NE,S. cerevisiae,0.1191
NE,S. cerevisiae,0.0847
NE,S. cerevisiae,0.29685
NE,S. cerevisiae,0.0297
NE,S. cerevisiae,0.0674
NE,S. cerevisiae,0.3645
NE,S. cerevisiae,0.1049
NE,S. cerevisiae,0.15295
NE,S. cerevisiae,0.1536
NE,S. cerevisiae,0.1539
NE,S. cerevisiae,0.1082
NE,S. cerevisiae,0.0741
NE,S. cerevisiae,0.1506
NE,S. cerevisiae,0.1044
NE,S. cerevisiae,0.0889
NE,S. cerevisiae,0.1869
NE,S. cerevisiae,0.13615
NE,S. cerevisiae,0.0614
NE,S. cerevisiae,0.0873
NE,S. cerevisiae,0.0503
NE,S. cerevisiae,0.24365
NE,S. cerevisiae,0.0627
NE,S. cerevisiae,0.3046
NE,S. cerevisiae,0.1112
NE,S. cerevisiae,0.1012
NE,S. cerevisiae,0.3074
NE,S. cerevisiae,0.2738
NE,S. cerevisiae,0.0986
NE,S. cerevisiae,0.1731
NE,S. cerevisiae,0.2236
NE,S. cerevisiae,0.1485
NE,S. cerevisiae,0.0686
NE,S. cerevisiae,0.4102
NE,S. cerevisiae,0.0984
NE,S. cerevisiae,0.0652
NE,S. cerevisiae,0.1415
NE,S. cerevisiae,0.224
NE,S. cerevisiae,0.1859
NE,S. cerevisiae,0.1905
NE,S. cerevisiae,0.1178
NE,S. cerevisiae,0.0707
NE,S. cerevisiae,0.0511
NE,S. cerevisiae,0.1258
NE,S. cerevisiae,0.2033
NE,S. cerevisiae,0.0664
NE,S. cerevisiae,0.0664
NE,S. cerevisiae,0.1722
NE,S. cerevisiae,0.2374
NE,S. cerevisiae,0.2226
NE,S. cerevisiae,0.42925
NE,S. cerevisiae,0.3094
NE,S. cerevisiae,0.1394
NE,S. cerevisiae,0.19495
NE,S. cerevisiae,0.0582
NE,S. cerevisiae,0.168
NE,S. cerevisiae,0.1585
NE,S. cerevisiae,0.1292
NE,S. cerevisiae,0.0286
NE,S. cerevisiae,0.2521
NE,S. cerevisiae,0.104
NE,S. cerevisiae,0.1798
NE,S. cerevisiae,0.1902
NE,S. cerevisiae,0.3792
NE,S. cerevisiae,0.102
NE,S. cerevisiae,0.1002
NE,S. cerevisiae,0.0849
NE,S. cerevisiae,0.1587
NE,S. cerevisiae,0.089
NE,S. cerevisiae,0.0315
NE,S. cerevisiae,0.0759
NE,S. cerevisiae,0.1821
NE,S. cerevisiae,0.092
NE,S. cerevisiae,0.2804
NE,S. cerevisiae,0.1396
NE,S. cerevisiae,0.3192
NE,S. cerevisiae,0.0808
NE,S. cerevisiae,0.0923
NE,S. cerevisiae,0.1433
NE,S. cerevisiae,0.1683
NE,S. cerevisiae,0.10114999999999999
NE,S. cerevisiae,0.28105
NE,S. cerevisiae,0.0913
NE,S. cerevisiae,0.0961
NE,S. cerevisiae,0.22105000000000002
NE,S. cerevisiae,0.005549999999999999
NE,S. cerevisiae,0.1786
NE,S. cerevisiae,0.0302
NE,S. cerevisiae,0.109
NE,S. cerevisiae,0.35965
NE,S. cerevisiae,0.0751
NE,S. cerevisiae,0.0898
NE,S. cerevisiae,0.24085
NE,S. cerevisiae,0.1336
NE,S. cerevisiae,0.12085
NE,S. cerevisiae,0.1508
NE,S. cerevisiae,0.085
NE,S. cerevisiae,0.2117
NE,S. cerevisiae,0.6175
NE,S. cerevisiae,0.1313
NE,S. cerevisiae,0.1931
NE,S. cerevisiae,0.2251
NE,S. cerevisiae,0.1495
NE,S. cerevisiae,0.2598
NE,S. cerevisiae,0.0791
NE,S. cerevisiae,0.0804
NE,S. cerevisiae,0.01685
NE,S. cerevisiae,0.3455
NE,S. cerevisiae,0.0953
NE,S. cerevisiae,0.1576
NE,S. cerevisiae,0.2397
NE,S. cerevisiae,0.2011
NE,S. cerevisiae,0.0302
NE,S. cerevisiae,0.2401
NE,S. cerevisiae,0.2629
NE,S. cerevisiae,0.16535
NE,S. cerevisiae,0.211
NE,S. cerevisiae,0.0775
NE,S. cerevisiae,0.0634
NE,S. cerevisiae,0.0889
NE,S. cerevisiae,0.1729
NE,S. cerevisiae,0.2192
NE,S. cerevisiae,0.3391
NE,S. cerevisiae,0.23615
NE,S. cerevisiae,0.1633
NE,S. cerevisiae,0.0831
NE,S. cerevisiae,0.2726
NE,S. cerevisiae,0.05075
NE,S. cerevisiae,0.1882
NE,S. cerevisiae,0.4038
NE,S. cerevisiae,0.2045
NE,S. cerevisiae,0.0343
NE,S. cerevisiae,0.1741
NE,S. cerevisiae,0.0495
NE,S. cerevisiae,0.30215000000000003
NE,S. cerevisiae,0.3255
NE,S. cerevisiae,0.3132
NE,S. cerevisiae,0.2222
NE,S. cerevisiae,0.0726
NE,S. cerevisiae,0.1614
NE,S. cerevisiae,0.07
NE,S. cerevisiae,0.0791
NE,S. cerevisiae,0.0652
NE,S. cerevisiae,0.1762
NE,S. cerevisiae,0.2194
NE,S. cerevisiae,0.196
NE,S. cerevisiae,0.075
NE,S. cerevisiae,0.3597
NE,S. cerevisiae,0.3597
NE,S. cerevisiae,0.08725
NE,S. cerevisiae,0.11424999999999999
NE,S. cerevisiae,0.1273
NE,S. cerevisiae,0.0752
NE,S. cerevisiae,0.0553
NE,S. cerevisiae,0.1663
NE,S. cerevisiae,0.36875
NE,S. cerevisiae,0.0993
NE,S. cerevisiae,0.2167
NE,S. cerevisiae,0.1005
NE,S. cerevisiae,0.0354
NE,S. cerevisiae,0.12990000000000002
NE,S. cerevisiae,0.0858
NE,S. cerevisiae,0.3447
NE,S. cerevisiae,0.0633
NE,S. cerevisiae,0.0958
NE,S. cerevisiae,0.0949
NE,S. cerevisiae,0.0741
NE,S. cerevisiae,0.0914
NE,S. cerevisiae,0.0965
NE,S. cerevisiae,0.3
NE,S. cerevisiae,0.1669
NE,S. cerevisiae,0.113
NE,S. cerevisiae,0.1339
NE,S. cerevisiae,0.0393
NE,S. cerevisiae,0.2279
NE,S. cerevisiae,0.22649999999999998
NE,S. cerevisiae,0.1842
NE,S. cerevisiae,0.1457
NE,S. cerevisiae,0.057
NE,S. cerevisiae,0.1684
NE,S. cerevisiae,0.107
NE,S. cerevisiae,0.1961
NE,S. cerevisiae,0.0632
NE,S. cerevisiae,0.2446
NE,S. cerevisiae,0.3384
NE,S. cerevisiae,0.05265
NE,S. cerevisiae,0.4048
NE,S. cerevisiae,0.05075
NE,S. cerevisiae,0.2045
NE,S. cerevisiae,0.0436
NE,S. cerevisiae,0.0333
NE,S. cerevisiae,0.1261
NE,S. cerevisiae,0.0775
NE,S. cerevisiae,0.2644
NE,S. cerevisiae,0.0495
NE,S. cerevisiae,0.36185
NE,S. cerevisiae,0.1453
NE,S. cerevisiae,0.2741
NE,S. cerevisiae,0.0732
NE,S. cerevisiae,0.2665
NE,S. cerevisiae,0.1614
NE,S. cerevisiae,0.07
NE,S. cerevisiae,0.0791
NE,S. cerevisiae,0.1251
NE,S. cerevisiae,0.0698
NE,S. cerevisiae,0.1486
NE,S. cerevisiae,0.073
NE,S. cerevisiae,0.2202
NE,S. cerevisiae,0.09384999999999999
NE,S. cerevisiae,0.0719
NE,S. cerevisiae,0.0232
NE,S. cerevisiae,0.0863
NE,S. cerevisiae,0.1328
NE,S. cerevisiae,0.3835
NE,S. cerevisiae,0.1995
NE,S. cerevisiae,0.2036
NE,S. cerevisiae,0.1226
NE,S. cerevisiae,0.1366
NE,S. cerevisiae,0.0566
NE,S. cerevisiae,0.1063
NE,S. cerevisiae,0.3259
NE,S. cerevisiae,0.0993
NE,S. cerevisiae,0.3662
NE,S. cerevisiae,0.1737
NE,S. cerevisiae,0.0625
NE,S. cerevisiae,0.2818
NE,S. cerevisiae,0.1364
NE,S. cerevisiae,0.1147
NE,S. cerevisiae,0.0721
NE,S. cerevisiae,0.095
NE,S. cerevisiae,0.146
NE,S. cerevisiae,0.1634
NE,S. cerevisiae,0.0544
NE,S. cerevisiae,0.0877
NE,S. cerevisiae,0.0877
NE,S. cerevisiae,0.1704
NE,S. cerevisiae,0.04675
NE,S. cerevisiae,0.0736
NE,S. cerevisiae,0.0232
NE,S. cerevisiae,0.2693
NE,S. cerevisiae,0.1864
NE,S. cerevisiae,0.08954999999999999
NE,S. cerevisiae,0.3746
NE,S. cerevisiae,0.11645
NE,S. cerevisiae,0.1337
NE,S. cerevisiae,0.2738
NE,S. cerevisiae,0.1566
NE,S. cerevisiae,0.139
NE,S. cerevisiae,0.1727
NE,S. cerevisiae,0.2346
NE,S. cerevisiae,0.1156
NE,S. cerevisiae,0.1114
NE,S. cerevisiae,0.1551
NE,S. cerevisiae,0.0804
NE,S. cerevisiae,0.1061
NE,S. cerevisiae,0.1417
NE,S. cerevisiae,0.25734999999999997
NE,S. cerevisiae,0.0794
NE,S. cerevisiae,0.3488
NE,S. cerevisiae,0.18065
NE,S. cerevisiae,0.1533
NE,S. cerevisiae,0.1325
NE,S. cerevisiae,0.05945
NE,S. cerevisiae,0.1419
NE,S. cerevisiae,0.12705
NE,S. cerevisiae,0.1372
NE,S. cerevisiae,0.1838
NE,S. cerevisiae,0.0903
NE,S. cerevisiae,0.0734
NE,S. cerevisiae,0.1232
NE,S. cerevisiae,0.13045
NE,S. cerevisiae,0.2012
NE,S. cerevisiae,0.1861
NE,S. cerevisiae,0.0388
NE,S. cerevisiae,0.2796
NE,S. cerevisiae,0.0828
NE,S. cerevisiae,0.2489
NE,S. cerevisiae,0.44784999999999997
NE,S. cerevisiae,0.2153
NE,S. cerevisiae,0.3883
NE,S. cerevisiae,0.3005
NE,S. cerevisiae,0.1845
NE,S. cerevisiae,0.2161
NE,S. cerevisiae,0.17905
NE,S. cerevisiae,0.1798
NE,S. cerevisiae,0.1873
NE,S. cerevisiae,0.1334
NE,S. cerevisiae,0.1085
NE,S. cerevisiae,0.2446
NE,S. cerevisiae,0.1846
NE,S. cerevisiae,0.1414
NE,S. cerevisiae,0.0694
NE,S. cerevisiae,0.14785
NE,S. cerevisiae,0.0441
NE,S. cerevisiae,0.1433
NE,S. cerevisiae,0.1943
NE,S. cerevisiae,0.24655
NE,S. cerevisiae,0.1641
NE,S. cerevisiae,0.1276
NE,S. cerevisiae,0.1223
NE,S. cerevisiae,0.0949
NE,S. cerevisiae,0.0929
NE,S. cerevisiae,0.1276
NE,S. cerevisiae,0.25615
NE,S. cerevisiae,0.1101
NE,S. cerevisiae,0.0957
NE,S. cerevisiae,0.1461
NE,S. cerevisiae,0.079
NE,S. cerevisiae,0.0769
NE,S. cerevisiae,0.0411
NE,S. cerevisiae,0.235
NE,S. cerevisiae,0.1467
NE,S. cerevisiae,0.0292
NE,S. cerevisiae,0.1187
NE,S. cerevisiae,0.1279
NE,S. cerevisiae,0.0883
NE,S. cerevisiae,0.1875
NE,S. cerevisiae,0.2386
NE,S. cerevisiae,0.0444
NE,S. cerevisiae,0.0631
NE,S. cerevisiae,0.2267
NE,S. cerevisiae,0.113
NE,S. cerevisiae,0.1713
NE,S. cerevisiae,0.3033
NE,S. cerevisiae,0.1511
NE,S. cerevisiae,0.179
NE,S. cerevisiae,0.1378
NE,S. cerevisiae,0.2217
NE,S. cerevisiae,0.1143
NE,S. cerevisiae,0.1996
NE,S. cerevisiae,0.1474
NE,S. cerevisiae,0.1682
NE,S. cerevisiae,0.047
NE,S. cerevisiae,0.0719
NE,S. cerevisiae,0.0917
NE,S. cerevisiae,0.2042
NE,S. cerevisiae,0.0555
NE,S. cerevisiae,0.3498
NE,S. cerevisiae,0.1065
NE,S. cerevisiae,0.1359
NE,S. cerevisiae,0.22985
NE,S. cerevisiae,0.15895
NE,S. cerevisiae,0.1473
NE,S. cerevisiae,0.3566
NE,S. cerevisiae,0.0897
NE,S. cerevisiae,0.2108
NE,S. cerevisiae,0.12869999999999998
NE,S. cerevisiae,0.1425
NE,S. cerevisiae,0.0511
NE,S. cerevisiae,0.3596
NE,S. cerevisiae,0.1659
NE,S. cerevisiae,0.067
NE,S. cerevisiae,0.0759
NE,S. cerevisiae,0.093
NE,S. cerevisiae,0.1122
NE,S. cerevisiae,0.14650000000000002
NE,S. cerevisiae,0.2191
NE,S. cerevisiae,0.21195
NE,S. cerevisiae,0.0995
NE,S. cerevisiae,0.1021
NE,S. cerevisiae,0.1081
NE,S. cerevisiae,0.3615
NE,S. cerevisiae,0.1233
NE,S. cerevisiae,0.20875
NE,S. cerevisiae,0.156
NE,S. cerevisiae,0.3795
NE,S. cerevisiae,0.0623
NE,S. cerevisiae,0.2905
NE,S. cerevisiae,0.148
NE,S. cerevisiae,0.0584
NE,S. cerevisiae,0.0633
NE,S. cerevisiae,0.2511
NE,S. cerevisiae,0.1769
NE,S. cerevisiae,0.1673
NE,S. cerevisiae,0.2094
NE,S. cerevisiae,0.0498
NE,S. cerevisiae,0.228
NE,S. cerevisiae,0.1642
NE,S. cerevisiae,0.0997
NE,S. cerevisiae,0.0661
NE,S. cerevisiae,0.1702
NE,S. cerevisiae,0.181
NE,S. cerevisiae,0.035
NE,S. cerevisiae,0.1273
NE,S. cerevisiae,0.1372
NE,S. cerevisiae,0.1462
NE,S. cerevisiae,0.09075
NE,S. cerevisiae,0.0423
NE,S. cerevisiae,0.0319
NE,S. cerevisiae,0.0903
NE,S. cerevisiae,0.0951
NE,S. cerevisiae,0.1142
NE,S. cerevisiae,0.0809
NE,S. cerevisiae,0.1286
NE,S. cerevisiae,0.0832
NE,S. cerevisiae,0.2137
NE,S. cerevisiae,0.1008
NE,S. cerevisiae,0.1737
NE,S. cerevisiae,0.2697
NE,S. cerevisiae,0.1058
NE,S. cerevisiae,0.1066
NE,S. cerevisiae,0.1111
NE,S. cerevisiae,0.0734
NE,S. cerevisiae,0.06135
NE,S. cerevisiae,0.06075
NE,S. cerevisiae,0.1606
NE,S. cerevisiae,0.0798
NE,S. cerevisiae,0.1037
NE,S. cerevisiae,0.5258
NE,S. cerevisiae,0.0652
NE,S. cerevisiae,0.0652
NE,S. cerevisiae,0.16260000000000002
NE,S. cerevisiae,0.0985
NE,S. cerevisiae,0.263
NE,S. cerevisiae,0.2201
NE,S. cerevisiae,0.4082
NE,S. cerevisiae,0.1823
NE,S. cerevisiae,0.1638
NE,S. cerevisiae,0.1063
NE,S. cerevisiae,0.1247
NE,S. cerevisiae,0.21
NE,S. cerevisiae,0.1829
NE,S. cerevisiae,0.18105
NE,S. cerevisiae,0.0941
NE,S. cerevisiae,0.1037
NE,S. cerevisiae,0.0625
NE,S. cerevisiae,0.0876
NE,S. cerevisiae,0.1147
NE,S. cerevisiae,0.245
NE,S. cerevisiae,0.095
NE,S. cerevisiae,0.0795
NE,S. cerevisiae,0.0493
